status,strategy_id,policy_id,problem,instance,final_cost,gap,time,original_time,runtime_scale,runtime_scale_basis,source_tree,source_run,source_csv
ok,STAR,sil,tsp,wi29,29324,6.234830,0.343537,0.366515,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,dj38,6762,1.592548,0.196956,0.210130,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,eil51,459,7.746479,0.033930,0.036199,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,berlin52,8056,6.815168,0.045956,0.049030,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,st70,760,12.592593,0.036855,0.039320,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,eil76,563,4.646840,0.077534,0.082720,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,pr76,126987,17.407705,0.036098,0.038512,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,rat99,1428,17.919075,0.036470,0.038909,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,kroA100,23507,10.454844,0.042268,0.045095,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,kroB100,26023,17.533083,0.056418,0.060192,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,kroC100,23316,12.371681,0.036002,0.038410,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,kroD100,26390,23.931624,0.036669,0.039122,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,kroE100,24445,10.771252,0.071349,0.076121,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,rd100,8991,13.666245,0.036757,0.039216,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
ok,STAR,sil,tsp,eil101,737,17.170111,0.036703,0.039158,1.06688592297,local-divided-by-medium-main-tsp-ratio,local,20260504_235300_845933,results/20260504_235300_845933/results.csv
